show_id,content_types,title,director,cast,country,date_added,release_year,rating,duration,genres,description
s4041,Movie,That Thing Called Tadhana,Antoinette Jadaone,"Angelica Panganiban, Jm De Guzman",Philippines,"March 7, 2019",2015,Tv-Ma,91,"Dramas, International Movies, Romantic Movies","A Devastating Breakup With Her Boyfriend May Be The Start Of A New Beginning For Mace, Thanks To An Adventurous And Kind Stranger Named Anthony."
s4042,Movie,The Love Affair,Nuel Naval,"Richard Gomez, Dawn Zulueta, Bea Alonzo, Tom Rodriguez, Tetchie Agbayani, Al Tantay, Ana Capri, Ina Feleo",Philippines,"March 7, 2019",2015,Tv-Ma,127,"Dramas, International Movies, Romantic Movies","Feeling Betrayed By Their Romantic Partners' Infidelity, Adrianne And Vince Struggle To Forgive While Finding Comfort With Each Other."
s4043,TV Show,American Crime Story: The People V. O.J. Simpson,Unknown,"Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton",USA,"March 6, 2019",2016,Tv-Ma,1,"Crime Tv Shows, Tv Dramas","This Anthology Series Dramatizes Historic Criminal Cases In The U.S., Including The O.J. Simpson Trial And Andrew Cunanan'S 1997 Murder Spree."
s4044,TV Show,Secret City,Unknown,"Anna Torv, Jacki Weaver, Dan Wyllie, Alex Dimitriades, Damon Herriman, Mekhi Phifer, Eugenia Yuan, Matt Zeremes, Alan Dale",Australia,"March 6, 2019",2016,Tv-Ma,2,"International Tv Shows, Tv Dramas, Tv Mysteries",A Student'S Protest Leads To A Government Scandal That Has Personal And Professional Repercussions For One Of Australia'S Toughest Journalists.
s4045,TV Show,A Korean Odyssey,Unknown,"Lee Seung-Gi, Cha Seung-Won, Oh Yeon-Seo, Lee Hong-Gi, Jang Gwang, Lee Se-Young",South Korea,"March 5, 2019",2017,Tv-Ma,1,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",A Self-Serving Mythical Creature'S Bid For Invincibility Backfires When He Finds Himself At The Mercy Of A Woman Who Can See Otherworldly Beings.
s4046,Movie,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",USA,"March 5, 2019",2019,Tv-Ma,94,Action & Adventure,"After Learning His Brother Died On A Mission In Romania, A Former Soldier Teams Up With Two Allies To Hunt Down A Mysterious Enemy And Exact Revenge."
s4047,Movie,Everyday I Love You,Mae Czarina Cruz,"Enrique Gil, Liza Soberano, Gerald Anderson, Aiko Melendez, Carmina Villaroel, Ariel Rivera, Marissa Delgado, Liza Lorena",Philippines,"March 4, 2019",2015,Tv-14,124,"Dramas, International Movies, Romantic Movies","While Patiently Waiting For Her Boyfriend To Come Out Of His Coma, Audrey Finds Herself Falling For The Caring And Successful Ethan."
s4048,Movie,No Other Woman,Ruel S. Bayani,"Anne Curtis, Derek Ramsay, Cristine Reyes, Tirso Cruz Iii, Carmi Martin, John Arcilla, Marlann Flores, Ron Morales, Kat Alano",Philippines,"March 4, 2019",2011,Tv-Ma,103,"Dramas, International Movies, Romantic Movies","A Happily Married Man Gives In To Temptation When A Wealthy Client Pursues Him, Setting Off A Torrid Love Triangle."
s4049,Movie,River'S Edge,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",Japan,"March 2, 2019",2018,Tv-Ma,118,"Dramas, International Movies","High Schooler Haruna Befriends Loner Yamada, Then Is Drawn Into The Tangled Relationship Between Him, A Model And The Girl Who Loves Him Unreasonably."
s4050,Movie,Sarkar,A.R. Murugadoss,"Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu",Unknown,"March 2, 2019",2018,Tv-Ma,162,"Action & Adventure, Dramas, International Movies",A Ruthless Businessman’S Mission To Expose Electoral Fraud Brings Him Into A Heated And Dangerous Political Conflict With Two Corrupt Ministers.
s4051,Movie,Weapon Of Choice,Fritz Ofner,Unknown,"Austria, Iraq, United States","March 2, 2019",2018,Tv-Ma,89,"Documentaries, International Movies","Speaking To Retailers And Owners Of The Glock Pistol, Two Filmmakers Shed Light On The Politics Of Violence And Its Implications From Chicago To Kirkuk."
s4052,Movie,"2,215",Nottapon Boonprakob,Artiwara Kongmalai,Thailand,"March 1, 2019",2018,Tv-Ma,89,"Documentaries, International Movies, Sports Movies","This Intimate Documentary Follows Rock Star Artiwara Kongmalai On His Historic, 2,215-Kilometer Charity Run Across Thailand In 2017."
s4053,Movie,Bnk48: Girls Don'T Cry,Nawapol Thamrongrattanarit,Unknown,Thailand,"March 1, 2019",2018,Tv-14,108,"Documentaries, International Movies, Music & Musicals","Members Of The Thai Idol Girl Group Bnk48 Open Up About Their Experiences Beyond The Spotlight, Their Training And The Nature Of Fame."
s4054,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium","March 1, 2019",2018,Tv-Ma,103,"Comedies, International Movies","Two Best Friends Put Their Careers And Marriages On The Line When They Launch A Business Hosting Outrageous, Anything-Goes Bachelor Parties In Hungary."
s4055,TV Show,Cricket Fever: Mumbai Indians,Unknown,Unknown,India,"March 1, 2019",2019,Tv-Ma,1,"Docuseries, International Tv Shows",Follow Indian Premier League Champions Mumbai Indians Through The 2018 Season In This Series Featuring Insider Insights And Intense Cricket Action.
s4056,TV Show,Larva Island,Unknown,"Hong Bum-Ki, Eddy Lee, Ahn Hyo-Min, Kang Shi-Hyun, Tom Wayland, Erica Schroeder",Unknown,"March 1, 2019",2019,Tv-Y7,2,"Kids' Tv, Korean Tv Shows, Tv Comedies","Stranded On A Tropical Island, Two Silly Larva Buddies Find Slapstick Fun In Everything From Discovering Food To Meeting New Animal Friends."
s4057,TV Show,Losers,Unknown,Unknown,Unknown,"March 1, 2019",2019,Tv-Ma,1,Docuseries,"In A ""Winning Is Everything"" Society, How Do We Handle Failure? This Series Profiles Athletes Who Have Turned The Agony Of Defeat Into Human Triumph."
s4058,TV Show,Northern Rescue,Unknown,"William Baldwin, Kathleen Robertson, Spencer Macpherson, Taylor Thorne, Amalia Williamson, Michelle Nolden, Peter Macneill, Natalie Lisinska",Canada,"March 1, 2019",2019,Tv-14,1,Tv Dramas,"After The Sudden Death Of His Wife, Search And Rescue Commander John West Relocates With His Three Kids To His Rural Hometown Of Turtle Island Bay."
s4059,Movie,Pants On Fire,Jonathan A. Rosenbaum,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady",Canada,"March 1, 2019",2014,Tv-G,87,"Children & Family Movies, Comedies",Jealous Girlfriends And Aliens Are Just Some Of The Things Jack Lied About To Become Popular. Now The Lies Are Coming To Life And Ruining Everything.
s4060,Movie,Paranormal Investigation,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France","March 1, 2019",2018,Tv-14,93,"Horror Movies, International Movies, Thrillers","When A Young Man Becomes Possessed After Playing A Ouija Game, A Ghost Hunter Investigates The Evil Spirit Dwelling Within Him."
s4061,Movie,Radio Rebel,Peter Howitt,"Debby Ryan, Sarena Parmar, Adam Dimarco, Merritt Patterson, Nancy Robertson",USA,"March 1, 2019",2012,Tv-G,90,"Children & Family Movies, Comedies","Shy Student Tara Has A Secret Identity: She Is Smooth-Talking Radio Rebel, A Dj Who Lends Her Voice To All Kids, Popular And Unpopular Alike."
s4062,Movie,Sarvam Thaala Mayam (Tamil Version),Rajiv Menon,"G.V. Prakash Kumar, Nedumudi Venu, Aparna Balamurali, Divyadarshini, Vineeth, Kumaravel, Ravi Prakash, Sumesh",Unknown,"March 1, 2019",2018,Tv-14,131,"Dramas, International Movies, Music & Musicals","An Aspiring Musician Battles Age-Old Caste Divides To Be Able To Learn The Art Of A Classical Instrument From A Traditionalist, Veteran Percussionist."
s4063,Movie,The Boy Who Harnessed The Wind,Chiwetel Ejiofor,"Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni","United Kingdom, Malawi","March 1, 2019",2019,Tv-Pg,114,"Children & Family Movies, Dramas, Independent Movies","Inspired By A Science Book, 13-Year-Old William Kamkwamba Builds A Wind Turbine To Save His Malawian Village From Famine. Based On A True Story."
s4064,TV Show,The Disastrous Life Of Saiki K.,Unknown,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Mitsuo Iwata, Rikako Aikawa",Japan,"March 1, 2019",2018,Tv-14,3,"Anime Series, International Tv Shows, Teen Tv Shows","High School Sophomore Kusuo Saiki Swore As A Child That He Would Keep His Psychic Talents Hidden, But His Abilities Still Make His Life Difficult."
s4065,Movie,The Last Runway,"Rodrigo Salomón, Pietro Scappini","Luis Aguirre, Andrea Quattrocchi, Silvio Rodas, Felix Medina, Gonzalo Vivanco, Bruno Sosa, Andrea Frigerio, Mauricio A. Jortack, Rafael Rojas Doria, Roberto Weiss, Fabio Chamorro, Sergio Quiñonez Román, David Gerber","Paraguay, Argentina","March 1, 2019",2018,Tv-Ma,107,"Action & Adventure, International Movies",An Ex-Colonel Forms A Special Paramilitary Group Focused On Combatting Drug Trafficking On The Paraguayan Border.
s4066,Movie,The Spiderwick Chronicles,Mark Waters,"Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew Mccarthy, Martin Short",USA,"March 1, 2019",2008,Pg,97,Children & Family Movies,"When City-Raised Twins Move To A Tumbledown Country Mansion, It'S Quite An Adjustment – Especially After They Uncover A Magical Fantasy World."
s4067,Movie,Your Son,Miguel Ángel Vivas,"José Coronado, Ana Wagener, Asia Ortega, Pol Monen, Ester Expósito","Spain, France","March 1, 2019",2018,Tv-Ma,103,"Dramas, International Movies, Thrillers","After His Son Is Brutally Beaten Outside A Nightclub, A Surgeon Takes The Law Into His Own Hands And Seeks Vengeance Against The Perpetrators."
s4068,Movie,Quién Te Cantará,Carlos Vermut,"Najwa Nimri, Eva Llorach, Carme Elias, Natalia De Molina, Julián Villagrán, Ignacio Mateos, Lorena Iglesias, Vicenta N'Dongo, Inma Cuevas, Per-Olav Sorensen","Spain, France","February 28, 2019",2018,Tv-Ma,125,"Dramas, Independent Movies, International Movies","When A Near-Drowning Leaves A Famous Singer From The '90S With Amnesia, She Hires A Karaoke Singer Who Can Imitate Her To Prep Her For A Comeback Tour."
s4069,Movie,A Second Chance,Cathy Garcia-Molina,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus Del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci Muñoz",Philippines,"February 27, 2019",2015,Tv-Ma,130,"Dramas, International Movies, Romantic Movies","Following Their Storybook Wedding, Popoy And Basha Find Married Life – And Starting A Business Together – More Challenging Than They Ever Imagined."
s4070,Movie,Beauty And The Bestie,Wenn V. Deramas,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, Mc Calaquian",Philippines,"February 27, 2019",2015,Tv-14,119,"Action & Adventure, Comedies, International Movies","Finding Himself In A Desperate Situation, Undercover Agent Emman Asks His Former Best Friend, Erika, To Join Him On A Dangerous Mission."
s4071,Movie,Bride For Rent,Mae Czarina Cruz,"Kim Chiu, Xian Lim, Empoy Marquez, Martin Del Rosario, Pilita Corrales, Tirso Cruz Iii, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Philippines,"February 27, 2019",2014,Tv-Pg,110,"Comedies, International Movies, Romantic Movies","Rocco Needs To Hire A Bride So He Can Access His Trust Fund. Rocky Desperately Needs A Job. Their Marriage Starts Out Fake, But Ends Up As Much More."
s4072,Movie,Can'T Help Falling In Love,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Matteo Guidicelli, Zanjoe Marudo, Cherry Pie Picache, Lotlot De Leon, Dennis Padilla, Lito Pimentel, Joross Gamboa, Janus Del Prado",Philippines,"February 27, 2019",2017,Tv-14,120,"Comedies, Dramas, International Movies","Gab Is Eager To Tie The Knot With Her Handsome Boyfriend, But There'S A Problem, And It'S A Doozy: She'S Already Married To A Total Stranger."
s4073,Movie,Evening Shadows,Sridhar Rangayan,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur",India,"February 27, 2019",2018,Tv-Pg,102,"Dramas, Independent Movies, International Movies","When Her Son Comes Out To Her As Gay, A Religious Mother Struggles To Reconcile His Truth With Her Own Beliefs And Their Orthodox Family Values."
s4074,Movie,Four Sisters And A Wedding,Cathy Garcia-Molina,"Bea Alonzo, Toni Gonzaga, Angel Locsin, Shaina Magdayao, Enchong Dee, Sam Milby, Angeline Quinto, Coney Reyes",Philippines,"February 27, 2019",2013,Tv-14,125,"Comedies, Dramas, International Movies","Four Sisters Unite To Stop Their Young Brother'S Pending Nuptials Upon Meeting His Fiancée’S Demanding Family, Revealing Long-Simmering Family Issues."
s4075,Movie,It Takes A Man And A Woman,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza",Philippines,"February 27, 2019",2013,Tv-Pg,127,"Comedies, International Movies, Romantic Movies","Laida And Miggy Used To Be In Love, But Now They'Re Forced To Work Together In A Professional Capacity – And Neither Is Completely Over Their Past."
s4076,Movie,My Ex & Whys,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,"February 27, 2019",2017,Tv-14,121,"Comedies, Dramas, International Movies","Popular Blogger Cali Is Hired For A Marketing Campaign Alongside Another Viral Sensation: Her Ex-Boyfriend Gio, Who'S Intent On Winning Her Back."
s4077,Movie,She'S Dating The Gangster,Cathy Garcia-Molina,"Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta, Sofia Andres, Khalil Ramos, Ian Veneracion, Pamu Pamorada, Igi Boy Flores, Marco Gumabao",Philippines,"February 27, 2019",2014,Tv-14,113,"Dramas, International Movies, Romantic Movies","To Make Another Woman Jealous, A Campus Heartthrob Asks A Fellow Student To Be His Pretend Girlfriend, But Fate Has Other Plans For The Fake Couple."
s4078,Movie,The Breakup Playlist,Dan Villegas,"Piolo Pascual, Sarah Geronimo, Rio Locsin, Dennis Padilla, Badjie Mortiz, Teddy Corpuz, Anna Luna, Jett Pangan, Cris Villonco, Maris Racal",Philippines,"February 27, 2019",2015,Tv-Ma,118,"Dramas, International Movies, Music & Musicals",A Rock Musician And A Law Student Whose True Passion Is Music Fall In Love And Pursue A Romance That Complicates Both Of Their Blossoming Careers.
s4079,Movie,The Mistress,Olivia M. Lamasan,"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin",Philippines,"February 27, 2019",2012,Tv-Ma,132,"Dramas, International Movies, Romantic Movies",The Mistress Of A Wealthy Businessman Is Torn Between Her Loyalty To Him And Her Love For A Young Architect Connected To Her In Unexpected Ways.
s4080,TV Show,Unsolved,Unknown,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine",USA,"February 27, 2019",2018,Tv-Ma,1,"Crime Tv Shows, Tv Dramas",Ride Along For A Dramatized Version Of The Real-Life Investigations Into The Murders Of Rap Icons Tupac Shakur And Biggie Smalls.
s4081,Movie,Zach Galifianakis: Live At The Purple Onion,Michael Blieden,"Zach Galifianakis, Brian Unger",USA,"February 26, 2019",2006,Tv-Ma,61,Stand-Up Comedy,"The Unorthodox, Piano-Playing Stand-Up Star Zach Galifianakis Makes A Splash On The Scene And Serves Up A Healthy Dose Of His Signature Wit."
s4082,Movie,Life Of An Outcast,Pawan K Shrivastava,"Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh",India,"February 25, 2019",2018,Tv-Pg,80,"Dramas, Independent Movies, International Movies","When Authorities Jail His Son For Rejecting Religious Bias, A Poor Father’S Struggle To Bail Him Out Highlights Rural India’S Enduring Casteism."
s4083,Movie,The Photographer Of Mauthausen,Mar Targarona,"Mario Casas, Richard Van Weyden, Alain Hernández, Adrià Salazar, Eduard Buch, Stefan Weinert, Rubén Yuste, Nikola Stojanovic, Frank Feys, Marc Rodríguez, Albert Mora, Luka Peros, Rainer Reiners, Toni Gomila, Emilio Gavira, Macarena Gómez",Spain,"February 23, 2019",2018,Tv-Ma,110,"Dramas, International Movies",A Catalán Prisoner At A Nazi Concentration Camp Uses His Office Job To Steal Photo Negatives Of The Atrocities Committed There. Based On True Events.
s4084,Movie,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,USA,"February 22, 2019",2016,Tv-Ma,70,Stand-Up Comedy,"From His Run-In With A Grizzly Bear To Partying With The Russian Mafia, The Shirtless Comic Returns With Laugh-Out-Loud Tales In This Stand-Up Special."
s4085,TV Show,Chef'S Table,Unknown,Unknown,USA,"February 22, 2019",2019,Tv-Ma,6,"Docuseries, Reality Tv","In This Emmy-Nominated Docuseries, Find Out What'S Inside The Kitchens And Minds Of The International Culinary Stars Who Are Redefining Gourmet Food."
s4086,Movie,Firebrand,Aruna Raje,"Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev, Rushad Rana, Mrunal Oak",India,"February 22, 2019",2019,Tv-Ma,117,"Dramas, International Movies","While She Successfully Advocates For Her Female Clients In Difficult Divorce Cases, A Lawyer’S Trauma From Sexual Assault Impacts Her Own Marriage."
s4087,Movie,Paddleton,Alex Lehmann,"Mark Duplass, Ray Romano",USA,"February 22, 2019",2019,Tv-Ma,89,"Comedies, Dramas, Independent Movies","After He'S Diagnosed With Terminal Cancer, Middle-Aged Michael Asks His Neighbor Friend Andy To Help Him End His Life Before The Disease Does."
s4088,Movie,Paris Is Us,Elisabeth Vogler,"Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour",France,"February 22, 2019",2019,Tv-Ma,84,"Dramas, Independent Movies, International Movies","Amid A Turbulent Romance And Rising Tensions In Paris, A Young Woman Finds Herself Caught In A Dizzying Spiral Of Dreams, Memories And What-Ifs."
s4089,Movie,Shonar Pahar,Parambrata Chatterjee,"Tanuja, Jishu Sengupta, Parambrata Chatterjee, Arunima Ghosh, Shrijato Banerjee, Soumitra Chatterjee, Gargi Roychowdhury",India,"February 22, 2019",2018,Tv-Pg,131,"Dramas, Independent Movies, International Movies",An Older Woman'S Unique Friendship With A Young Boy Inspires Her To Examine The Strained Relationship She Shares With Her Married Son.
s4090,TV Show,The Big Family Cooking Showdown,Unknown,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager",UK,"February 22, 2019",2018,Tv-Pg,2,"British Tv Shows, International Tv Shows, Reality Tv","In This Unscripted Series, Families Passionate About Food Serve Up Their Most Delicious Dishes For The Chance To Be Crowned Britain'S Best Home Cooks."
s4091,TV Show,Z4,Unknown,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende, Werner Schünemann, Manu Gavassi, Angela Dippe, Negra Li, Patrícia De Sabrit, César Pezzuoli, Carol Loback, Marina Brandão",Brazil,"February 22, 2019",2018,Tv-Pg,2,Kids' Tv,Fading Music Biz Veteran Zé Realizes He Has Just One More Chance At Redemption: He Must Assemble A Hit Boy Band From A Ragtag Group Of Pop Newbies.
s4092,Movie,The Drug King,Woo Min-Ho,"Song Kang-Ho, Cho Jung-Seok, Bae Doona, Kim So-Jin, Kim Dae-Myung, Jo Woo-Jin, Lee Hee-Jun, Song Young-Chang, Yoon Je-Moon",South Korea,"February 21, 2019",2018,Tv-Ma,139,"Dramas, International Movies, Thrillers",A Petty Smuggler From Busan Dives Headfirst Into Illicit Drug Trafficking In The 1970S And Rises To Become King Of Narcotics Exports To Japan.
s4093,Movie,Kevin James: Sweat The Small Stuff,Paul Miller,Kevin James,USA,"February 20, 2019",2001,Tv-Pg,42,Stand-Up Comedy,The Film And Television Star Riffs On Life'S Many Royal Pains In This Hourlong Special Taped At New York City'S Hudson Theatre In 2001.
s4094,Movie,Transformer,Michael Del Monte,Janae Marie Kroczaleski,Canada,"February 20, 2019",2017,Tv-Ma,79,"Documentaries, Lgbtq Movies",Powerlifter Matt Kroczaleski Faced His Greatest Challenge When He Came Out As Transgender. This Documentary Captures His Transition Into A Woman.
s4095,Movie,Genius,Suseenthiran,"Roshan, Priyaa Lal, Aadukalam Naren, Singam Puli, Meera Krishnan, Jayaprakash",India,"February 17, 2019",2018,Tv-14,96,"Dramas, Independent Movies, International Movies",Extreme Pressure From His Father To Excel At School During Childhood Has Dangerous Psychological Effects On A Brilliant But Suicidal Man’S Adult Life.
s4096,Movie,Black Sea,Kevin Macdonald,"Jude Law, Scoot Mcnairy, Ben Mendelsohn, Bobby Schofield, Tobias Menzies, Michael Smiley, Grigoriy Dobrygin, David Threlfall, Jodie Whittaker, Karl Davies","United Kingdom, Russia, United States","February 16, 2019",2015,R,114,"Action & Adventure, Dramas, International Movies","A Hard-Driving Submarine Captain Is Hired To Steal Gold From A Sunken Nazi Sub, But There'S No Honor Among Thieves During This Underwater Heist."
s4097,Movie,Studio 54,Matt Tyrnauer,Unknown,USA,"February 16, 2019",2018,Tv-Ma,99,Documentaries,This Documentary Follows The Rapid Rise And Fall Of The Manhattan Discotheque And The Glittery Debauchery That Attracted The City'S Eccentric And Elite.
s4098,Movie,Awe,Prasanth Varma,"Kajal Aggarwal, Nithya Menon, Regina Cassandra, Eesha Rebba, Murli Sharma, Srinivas Avasarala, Priyadarshi Pullikonda",India,"February 15, 2019",2018,Tv-Ma,111,"Dramas, International Movies, Sci-Fi & Fantasy","Disparate Characters, Including An Aspiring Time Traveler, A Phony Chef, A Drug-Addicted Waitress And Several Others, Share A Surprising Connection."
s4099,Movie,Ayana,Gangadhar Salimath,"Deepak Subramanya, Apoorva Soma, Ramesh Bhat, Harsha H S, Karthik A, Goutham Shashidhar, Nagshree Karkone, Moksha Kushal, Vedashree Rao",India,"February 15, 2019",2017,Tv-Ma,112,"Dramas, Independent Movies, International Movies","With His Carefree Bachelor Days Behind Him, A Young Entrepreneur’S Ambitions For Adulthood Come With Some Painful Personal And Professional Decisions."
s4100,Movie,Behind The Curve,Daniel J. Clark,Unknown,USA,"February 15, 2019",2018,Tv-14,96,Documentaries,"Meet The Growing, Worldwide Community Of Theorists Who Defend The Belief That The Earth Is Flat While Living In A Society Who Vehemently Rejects It."
s4101,Movie,Buddies,Marcelo Galvão,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia De Souza Merigo, Deto Montenegro, Rui Unas",Brazil,"February 15, 2019",2012,Tv-Ma,103,"Comedies, Dramas, Independent Movies","Inspired By The Movie ""Thelma & Louise,"" Three Young People With Down Syndrome Leave The Institution Where They Live To Take A Road Trip Together."
s4102,Movie,Candyflip,Shanawaz Nellikunnil,"Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko",India,"February 15, 2019",2017,Tv-Ma,104,"Dramas, Independent Movies, International Movies","On The Incandescent Shores Of Goa, A Young Man Tumbles Down A Mind-Bending – And Soon Dangerous – Series Of Trips After Taking Hallucinatory Drugs."
s4103,Movie,Chameli,Sudhir Mishra,"Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha",India,"February 15, 2019",2004,Tv-14,102,"Dramas, International Movies","While Taking Shelter From A Mumbai Monsoon, An Investment Banker Forms An Unlikely Connection With A Naïve Prostitute Over The Course Of The Night."
s4104,Movie,Fatso,Rajat Kapoor,"Ranvir Shorey, Gul Panag, Purab Kohli, Neil Bhoopalam, Gunjan Bakshi, Saurabh Shukla, Atul Kumar, Brijendra Kala, Bharati Achrekar, Rahul Vohra",India,"February 15, 2019",2012,Tv-14,97,"Comedies, Dramas, International Movies","Killed Too Soon Due To A Clerical Error In Heaven, A Man Is Sent Back To Earth With A New Lease On Life, This Time In The Body Of His Portly Friend."
s4105,TV Show,Hjørdis,Lars Kaalund,"Lise Baastrup, Martin Brygmann, Ellen Hillingsø, Nicky Andersen, Nicoline Sharma Rubow, Jasmin Bart-Williams, William Rützou, Marius Due, Robert Hansen",Denmark,"February 15, 2019",2015,Tv-Ma,1,"International Tv Shows, Tv Comedies, Tv Dramas","This Miniseries Spinoff Of ""Rita"" Follows Teacher Hjørdis As She Plans A School Play On Bullying Featuring A Cast Of Socially Awkward Students."
s4106,TV Show,Larry Charles' Dangerous World Of Comedy,Unknown,Larry Charles,Unknown,"February 15, 2019",2019,Tv-Ma,1,"Docuseries, Tv Comedies","Legendary Comedy Writer And Director Larry Charles Travels The World In Search Of Humor In The Most Unusual, Unexpected And Dangerous Places."
s4107,Movie,Neevevaro,Hari Nath,"Aadhi, Tapsee Pannu, Ritika Singh, Vennela Kishore, Sapthagiri",India,"February 15, 2019",2018,Tv-14,132,"Dramas, International Movies, Romantic Movies","When A Blind Chef’S Girlfriend Goes Missing, His Unnerving Search For Her Leads Him To Find There'S More To Her Disappearance Than What Meets The Eye."
s4108,Movie,Pyaar Ke Side Effects,Saket Chaudhary,"Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Aamir Bashir, Taraana Raja, Jas Arora, Suchitra Pillai, Sapna Bhavnani, Sophiya Chaudhary",India,"February 15, 2019",2006,Tv-Ma,120,"Comedies, International Movies, Romantic Movies","A Commitment-Phobe Agrees To Marry His Girlfriend, Setting In Motion A Series Of Hilarious Mishaps That Has Him Questioning What He Got Himself Into."
s4109,Movie,Sur: The Melody Of Life,Tanuja Chandra,"Lucky Ali, Simone Singh, Achint Kaur, Ehsan Khan, Harsh Vasisht, Yashodhan Bal, Gauri Karnik, Divya Dutta",India,"February 15, 2019",2002,Tv-14,137,"Dramas, International Movies","A Renowned Music Teacher Mentors A Promising Young Singer, But When Her Fame Begins To Overshadow His Own, He Lets Jealousy And Competition Take Over."
s4110,TV Show,The 43,Unknown,Paco Ignacio Taibo Ii,Unknown,"February 15, 2019",2019,Tv-Ma,1,"Crime Tv Shows, Docuseries, International Tv Shows",This Docuseries Disputes The Mexican Government'S Account Of How And Why 43 Students From Ayotzinapa Rural Teachers' College Vanished In Iguala In 2014.
s4111,Movie,The Breaker Upperers,"Jackie Van Beek, Madeleine Sami","Madeleine Sami, Jackie Van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement",New Zealand,"February 15, 2019",2018,Tv-Ma,82,"Comedies, Independent Movies, International Movies","For The Right Price, Bffs Jen And Mel Will Ruthlessly End Any Romance. But When One Of Them Grows A Conscience, Their Friendship Begins To Unravel."
